label,clean_text
2,hello fellow #horror #creepy #dark #stange #story fans day #followme #followback
0,plus point queue loos any plus points nope think #shocking #sexism
0,their engine runs fuel called whining jst observant nhar din rona dhona amp complain nhappy news makes unhappy
1,man know juggle balls n#funny #pun #punny #lol #hilarious
3,she used beautiful lived life fast forest city joe #blues #blinddogradio
3,east wind blue summer durban africa still surfed got #stung badly must carefull #sting harm
3,sav tells mom love responds #sad
0,defining terms opposition clouded mirror phenomena almost always mistake
1,dudes wanna play bass buy bass rejoice
3,cancelled cbs access live feeds even said vic afp paul imo
1,finally raining ashland oregon parched summer amp fall the plants amp people rejoicing
1,happy birthday seed #renewtherivalry #imyourdaddy #cantbeatme #tater
2,thank much finished another #mindfulness film called #release #anxiety plz share
0,secret personal dislike trump amp animosity always present magnified bigotry racism etc
0,#unga talks carried pakistan his mouth stinks #terrorism #uriattack
1,happy birthdayyyyyy pretty miss
0,used pretty girls use curse words express anger feel like little bit surprised turned well
0,things grind gears people drawing gideon gleeful skinny
3,resentment
3,but chronic sadness may mean underlying issues getting sad occassionally particular issue #mhchat
3,stopped watching gotham cause dropped tabitha barb relationship made pine main
0,website making feel violent rage upgrade options helping either #aaaaarrrrgghhh #iwanttocancel
3,this scariest american horror story gonna watch daytime #frightened
1,added paul walker xbox spends time dashboard #dark #humor #funny
0,weeks problems week unbelievable guys even running regular buses #awful #solate
3,supporter #prejudice #disabled people #disabledlivesmatter #bbcnews #skynews
3,and hope police met subway took straight jail #awful
3,know much hurts see best friend sad
1,mom recorded nightmare christmas love
0,blaming fucking idiots putting world middle tantrums you one
3,noooo #nomorehammocks #nightmare
0,eyes dilated hate world right rage thousand fiery dragons need drink
3,think got together day randomly burst crying
1,lmao imagine frown across face #hilarity
3,breaking hives first time since college finals #anxiety sucks
3,amp christie what would peter dardanella think knowing #poorthings
3,seen elder watching community hours honestly idea assignment #apprehensive
0,tried turn alarm morning turned alarms instead
2,know optimist would despair
0,new campaign slogan idea know #bully #trump #yourefired #deflect
0,thought sunk teeth something meant sooked
3,smokeys dad sad
1,made laugh quote sort rueful way
1,thenicebot wsjnordics you make world joyful place #thenicebot
3,going home depressing
0,whichever butt wipe pulled fire alarm davis sound asleep #pissed #angry #upset #tired #sad #tired #hangry ######
3,jimmy carr makes want cry cry shiver
3,express deep concern suspension please reactivate never violated roles
3,been working blanchardstown shopping centre years figured today marks amp spencer #lost
2,don afraid give good great john rockefeller #quote #inspiration #afraid #great #motivation
0,joke cut internet early mistake reinstate longer need engineer #fuming
0,marcus roho dreadful
0,someone tells needa smile like excuse frowning even harder happy
0,rum rage
2,tell truth make someone cry better tell lie make someone smile #truth #lie #cry #smile #offalonehugots
0,yall hyped abt girl getting hang clearly looks unhappy bored pics offense lol plus hates yall
0,trump supporters hillary haters wanna chirp weak minded pandering liberals tweet
3,bus car crash still shaking bit this week absolute horror icing cake #terrible
0,cross street piss server dire
0,respond email within fays wifl killed animated gif girl the ring
0,heard movie bob furious skittles analogy upset actually skittles
0,#internationaldayofpeace when white supremacists terrorize everyone differing cultures online continue offline tomorrow
0,candice pout gets preposterous week this week gone bit jack nicholson joker #gbbo
3,bake match phone nightmare stressed #gbbo #ntfcvmufc
0,even walking around family members carry guns makes nervous theyre family
3,tierney reaches deep cross back post plays back across alloa defence clear celtic relentless
3,what sad day day fall dislike fall love summer #firstdayoffall #goodbyesummer #sadness #bathingsuitsforever
3,untypical kinda friday #dull
3,fell heard snap hffffhj
1,half past midnight loud banging front door told new rape cases edinburgh today #joyful #nosleep
3,blues riding cab home belly much bigger rest body couldnt preggy lose day
0,there always one song makes turn radio rather sit silence
2,symmetry key everything must aesthetically pleasing possible hold twin pistols #deaththekid #bot
0,totally knew trump finally gets revenge son law prosecution imprisonment throws christie bus
1,recording #fnaf facetime mum let know okay let high pitched scream #horror #suchagirl
0,like despite irritation towards ship least canon buckynat canon clintwanda canon
2,yeah figured ornaments way wanted spektar desolate gear well thought right
1,panda eyed jaunty watching jaws late
1,contactless affliction kart needs must regarding psychological moment xbeujgb
0,even #feel #anger anymore explain #tulsa #charlotte #trayvon #sandrabland #philando #ferguson #batonrouge #michaelbrown
0,projection perception see someone else you also level within #anger #worry
0,people need way escape escape this corrupted world this reality this joke this fury constant pain amp stress need vacation
1,amp must rejoicing ovet #charlotte protests n#northcarolina
0,fix home away deptch chart invalid glitch close madden open everytime happens
0,think need white peoples votes reach things concern amp leave rest
0,bilal abood #iraq #immigrant lives mesquite texas sentenced months prison lying feds #terrorism
3,know going one nights takes act god fall asleep #restless
1,banger sit reason great doings alias rejoice kzfqr
0,feel furious
0,know worse new pizza hut commercials pizza pizza hut makes
0,always thought empathetic becoming clear majority guys plain insensitive alarming degree
0,#nawazsharif says lets end #terror sure let #indianarmedforces target bases without #pakistan interference #karma
0,entire team coaches played coached scared jumpstreet #intimidated
1,floofel wonder mother knows dark humor needs realize much butt apple pastels cats cutie pie
3,why anybody know watch penny dreadful
1,thank balloons today #smile #goodday
1,currently listening amp podcasts can guys please move #yvr #hilarious #missyou
3,depression sucks
0,hard tell pic mistake either way nothing said initially race took #ignorant
3,maybe parents would understand fear indifference mom dad
3,bubble implies burst
0,new campaign slogan idea know #trump #yourefired #deflect
3,school photo honestly horrid look
0,mad injustice going smash neighbours windows makes perfect sense #charlotteprotest
2,grudge only truth abundance
2,that evening though way lit finish properly without causing serious mischief
1,true true
0,customer service beyond appalling faulty dryer replacement breaks within wks parts wks engineers show
0,how world nicole beat paul #terrible #bb #bbfinale what jury thinking
3,baaarissshhhhh sad song prefect night feeling alone
2,walk right see way past even hesitate running
3,really constipated this depressing
0,individual clearly trying #intimidate #leo see issue stop causing issues pushing limits
1,#autumnalequinox nights drawing great time look putting new #lights #dark #showroom #news #wirral
0,isn whole hijacked argument argument used ban discourage display george cross shame
1,watch amazing live broadcast #musically
0,that rocky horror remake looks bit
1,wish unlimited glee episodes could watch forever #gleegoodbye
0,why come glasgow night working fucking gutted waiting appearance ages
0,absolutely fuming woman jumped prebooked taxi drove
0,concerned pakistan internal affairs but terrorism state amp economic policy #terroristnation
0,#trump make america great again plan exactly like first minutes #movie #childrenofmen n#cages #terrorism #refugees
3,like better moment cuz panic later obviously better every opportunity choose make seem
3,the good one reporter quit #sad
3,preordered the pale would paid phone call but would freaked said anything
0,paul forever paul paul played better game #bb #angry
2,never afraid start
0,did miss fact #burkeramsey swung amp hit sister #jonbenet face golf club previously fit #anger
3,and even get started hillary fancy fundraisers #depressing
0,forest gate could see bully cunt big bald cunt mates looked shock hit shit
0,#indiamissingindira could never solve kashmir problem kept burning vote bank n#terrorstatepak
2,#quote what #fear controls fear life mind real difficulties overcome cheryl janecky
3,shake mouth chattering take right body trembling went outside
3,very depressing seeing whole fam packing holiday tomorrow staying
0,schneiderlin taking revenge fouls
0,lol little things like make angry
2,cuddling literally kills depression relieves anxiety strengthens immune system
1,varsity pine riding
1,this #turned #better expected admitting tried #intimidate #cantstoplaughing really #spokeword
0,good god quentin letts one comedy turns #angry #bbctw
0,and dreadful franglaise
3,doesn explain ability land manchester bradford convenient flybe many unhappy travelers
1,watch amazing live broadcast #musically
1,may suggest meal made beans onions amp garlic day class
0,hate singing idiot thinks join like fcking glee #meanrikonabot
3,dentist said going numb front lip feel got lips like pete burns she right #pout
0,people often grudge others cannot enjoy
0,yeah hot nigga say burning uhhhhh
0,they want police state fearful imbeciles
1,lmboo using nephew meme #hilarious
0,irate check system tried checkin day let seat assigned
0,event started everyone getting ready travel lake rage everything glows
0,#fear amp #anger similar #hitler preached come power germany wake america
0,srpt why would etep patients amp mom advocate drug work anyone listen etep adcomm elated
1,ill vip tickets can wait meet never met famous person admire #nervous
1,fun funniest person funsville much hilarity usual thank
1,social anxiety there many awkward things wrong
3,struggle real whoa worry younger generation
2,matt psychological study provocation abusive relationships
0,confident offense good years sucks
0,gives frustrated growl stepping closer putting gun barrier alarms nothing happened
0,thanks ripping #luthansa enough one way flight man frk bag free gate
0,please canadian players play players lag atrocious #fixthisgame #trash #sfvrefund
0,gahh queue minutes now put sport dept cancel back queue
0,switch host bullet rage
2,#monster #monster view #fear
3,leave
0,fucking hell mate absolute nightmare
1,michelle nothing hating nicole game hahaha #bitter #bb
1,being stuck roof house provides amazing view sheer terror falling kinda like life
3,think val might going week take rest week work mourn sure understand #gbbo
0,appointment booked today waited day nobody showed also requested call back never got one
0,insult
3,gloomy today
1,red one would look super pretty bronzy glowy nude lip makeup look black would pretty dark lip
0,usa embarrassing watch when last time guys game #joke
0,already tell programme going infuriate #extremeworld
1,watch amazing live broadcast #lively #musically
3,when weeks full mondays end
1,more #checking #work today n#coffee #drank #down #serious #business n#thursday bring #friday
0,whats boxes search google chrome #horrible #distracting
3,last night dream today christmas woke screaming ready
0,minutes incense get rattatas #pokemongo
0,disconnected whilst holiday move house october
0,sounds like donald trump spent today making extra extra sure get frightened white conservative racist votes
3,lost faded
1,you know expect brendon video lmao devotee video got shook
0,anyone else find anniversary windows update complete #nightmare
0,can believe rude cashier today returning item your customer service slacking #terrible
1,hilarious
1,friday open tonight tomorrow get jump halloween come play #hauntedattraction #tulsa #haunt
1,gives gleeful squeak wraps around all mine
3,some moving clips youtube tonight vigil held tulsa metropolitan baptist church #terencecruther #justice #sadness
0,watched tna first time long time hell happened #hardyboys #impactonpop #wwe #terrible
1,man know juggle balls #funny #pun #lol #punny
0,whats minute charge insult injury
0,unruly kids morning #nothanks ripping flower beds roots parents watch #shocking
0,yep pointed politics loathing that big candidates horrible
3,dom saw notts county away looking mufc away ticket pay #blues
0,spend shimmy drinks raging know gonna happen
2,looks like #india finally taking #pakistan #terrorism task #uriattacks
0,old age hope rest destined become deatheaters
0,rojo terrible team
1,aaahhhh little soothe soul #music #blues
3,the whole idea nation revolves around kashmir amp global terrorism evrn care kids dying hunger #nawazfightsforkashmir
3,need advice get rut #depressing #needmotivation
0,blame whole season natalie the season would different turned back alliance #pissed #bitter
2,looks way but let think rohan last week #optimism
1,thinking trying comedy youtube always fond time nut #laughter #comedy #maybeoneday #hopefullyfunny #lol
0,think fully sunk val gone yet
1,lol love aggravate juan keep good work lol
0,wat irony #pakistan lecturing world curbing
1,cheer chuck
0,shoutout drunk man bus pissed bottle seats
3,goodbye despair
0,headed mdw layover slc got food wrong move bailed food amp barely made #wannagetaway #contest
0,someone wake make remix why #terrencecrutcher #election #colinkapernick #terrorism #riots much
0,unbelievable takes minutes get fault call hangs #fuming #treatcustomersfairly
0,manchester derby home #revenge
2,change follows behind scowl pinching lips takes sheets room
1,ghost haunt people giving cramps legs cardio #mwahaha
0,sure ohio state terrible ohio awful etc etc nthese feelings began toldeo war nso maybe campaign
3,see primary care doctor they prescribe meds refer psychiatrist eval don mess depression
2,obama admin rejects texas plan refugees vetted terrorism texas pulls fed refugee resettlement program aiding
0,#gbbo homely pure piece gold channel attempt tart mary sue mel gone #fuming
1,gifs ios messaging app hilarious
0,stopped smiled being rude funny mean #stoppickingonwomen
3,#dobetter two carriages birmingham hereford room stand anymore friday commute #unhappy
2,berniebrocialists genders lived swingish state would hesitation vote clinton amp would supporting
3,asked jared marry said
1,want see dick snap kik hiya #kik #kikme #snapchat #snapme #horny #porn #naked #young
0,texans played horrible bad play calling bad protection ball bad coaching bad defense bad overall performance #texans #horrible
3,sadly enough names the whole farewell tour situation would make shy away good value
0,bayern munich pitch horrific
0,least guy trying discourage anymore want never become anything worth contributing society
1,awe thank much lyle you best
0,pledge would never made petulant child postrump threaten run
3,hard tell pic mistake either way nothing said initially race took #sad #ignorant
2,try find good negative the negative turn good n#anxietyrelief #optimism #openminded
1,why would enrique sub busquet #hilarious
2,rappers stayed true game rich
0,ughh want like nightmare get along
1,same good great don breathe horror film month fav horror film year far
0,resent biting tongue
1,busy #coding whole network manager #unity based #steamworks networking #gamedev #indiedev amdeadtime #game
0,let general tweet offend definitely twitter
3,ever really lonely phone keeps blowing pick respond people #anxiety #recluse #issues
0,instagram seriously sort spent ages writing caption delete post #fume #instagram
0,charge extra sending someone cable service still work that robbery #cable #horrible #service
3,regret things tempered time regret things inconsolable sydney harris
2,worry emphasis keeping family together guiding principle due experiences
0,#klitschko fury day #boxing
0,that fucking horrific defending schalke
3,feel like one #twitter anyone see write #sadness #rants
1,lol mention pak even speech international news channel pakis rejoicing world stands
0,directtv best apparently sit silent anger don press say anything
1,fast amp furious movies not classified comedy
1,#terrible paul deserved win #bbfail
0,playing antichrist play hustle outrage
0,#charlotteprotest #wait facts #video #hate ask questions later #protest #policeshootings #suggestions
2,#death people #afraid getting end #life realize never truly #lived
2,strong independant practical stop living world fantasy snap faster get used reality better
1,well cheery #mrrobot
3,krusty krab nno crippling depression
1,follow amazing australian author #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove
0,gender bias #indignant this fancypants saddler daughter opt leather jacket thank much
3,how tell happy anniversary happy #bitter #ampalaya #paitpaitanangpeg
0,the apocalypse hit gym nothing thought would neveryone wearing vests what contagious
0,hour rides make #angry #sorry
3,what sad evening clearing harvey cage belongings now final goodbye little man #depressing
0,decided talk smithrud creepy fucking guy since gave fucking anxiety attack morning
2,trying think positive let situation discourage
1,#amazing #start first #fall day will #indiansummer
3,offense score redzone trips points lbs pull flags missed flag lead dat took league
1,ari looks hilarious much
1,having holiday blues #wanttogobacktominehead
0,today proceedings entire process insult constituents
0,coincidentally watched ulzana raid last night brutally indignant filmmaking
3,idk time around hard hurts already miss much #silly #family #friends #nervous
3,okay dont worry wish better kid trying slow sorry letting
1,srv voodoo child approximately times better jimi #guitar #music #blues
0,annoys ortiz tribute would oriole fans organization feel yanks #awful
1,snap andriaprebles
2,testing current earth burst team
0,sat waiting bus today enveloped strawberry scented damp revolting cloud vape moved away disgusting urghh
1,live event brock orton saturday wwe network needs #wwe #revenge
0,first take room wanna beat #bully
1,knowing cook invaluable even better even place wide hearty homestyle egg noodles
2,#uplift still discouraged means listening wrong voices amp looking wrong source look lord
1,still laughing bitch took pillow line #glee #kurt
3,payet goes either jan seasons end say blame the boy must disheartened seeing
0,reflective current political debate #awful
0,hope comes back haunt maybe would know felt like lowest
1,like commercial chocolate milk bender steals soccer ball guys refuses give back #bully
3,everywhere air breathe tastes like home #restless
1,watch amazing live broadcast #lively #musically
0,mad clients furious lmao
0,just joined #pottermore sorted hufflepuff
3,lydiaaaa ones supposed know make nervous
0,swear blocks going hit back
1,does blow mind much blew mine sexually harass someone #whoa #mindblown #huh #setback #fright #madashell
3,why bother tweeting poor men nwhat good unable cheery quiet missed btw
0,that feel travel miles pick form arrives post two days leave #fume
0,thanks getting back exemplary customer service loyal customer #jk #residentadvisor #poorservice
1,every year universal studios horror nights wheel lol
3,wonder would happen father #weary
2,persons opinion offend
0,yeah terror packed terror supported speech
2,anger cheap politeness expensive don expect everybody polite #thoughtfulthursday #politeness
2,meaning offend saying personal experience kids got placed classes take advantage
3,weird discussing sex resentment confusion thing writing last night
1,for #serious #intermediaries required info #project #owner mailed
1,name #darthvader feel like need puff inhaler rapper sick bars #breathless #bars #rap
2,worry flip wisconsin
0,how supposed intimidate freshman half taller
0,shocking
1,watch amazing live broadcast #musically
0,sam yes not helpful need sorting asap you keep promising stuff happen
0,absolutely dire first half recall shot target nagainst accrington stanley
0,thanks saying wife getting iphones today losing eta #thanks #angry
0,revenge
2,#peiyophobilia advice fear #devil sure shot voice energetic xtremly foot tapping one
0,haww think nawaz spoken indian funding bla balochistan kulbhoshan yadhav india used ttp terror
0,anger willing take people amp world general amp all #police worst indefensible kind
3,sober weekend
0,can get shot lingys face time pretty sure would red hair #fuming #pretendinghesok #ruok #aflcatsswans
2,blend waters lie nthere shrines free the melancholy waters lie nno rays dull tide vine
3,btw month depression free time got relapse superb
1,don silly want scare
0,girl sitting front chewing gum like cow amp ready snap
3,always shy
1,like cycling get intimidate people powerful calves amp horrendous tan lines
1,still get jimmy garoppolo head almost weeks thanks lot #hilarious
1,#jazz #blues roots rest fruits
0,americans whole part feeling borderline despair least looking situation control
0,next series celebrity firefighting show chuck burning building voiceover
3,the zika #hoax files deet part binary chemical weapon targeting brain #toxin #neurological #uscitizens #insect #mammal
0,nice texans could hold onto ball give fuller hopkins chance #awful #tnf
1,miss cookie sends thanks she spry used like she adventures young pups
3,havent learned swim keep working denser less buoyant swimming scary also cant swim
2,pessimist sees difficulty every opportunity optimist sees opportunity every difficulty winston churchill #quote
1,love #irontekfit protein shake morning yoga #esvoxbox
0,why #terrorism exist first place #asktrumponequestion
0,damn offense mix bag unpredictable lethal weapons worried defense coordinators #chargers #boltup #recharged
3,bad news fam life still hard awful #depression #anxiety #atleastihavebuffy
3,killed spider big sprayed spider guts like horror movie #ugh
3,donald trump white house #shudder
3,yeah sure depressing talk parents phone instead talking downstairs
0,sports technical support team really suprised suprised how shit they were
3,sadly least years point even low info selfie lovers voted say enough enough
3,changing hair #shocking
1,yay old scientist builds robot assistant makes look like hot naked woman nothing alarming
0,she never said anything taking away guns would stupid scare tactics gun sales sickening
3,hope refuse #depressing
0,for much outrage using female body sell something again
3,err wasnt gloomy mio people gloomy #remain #brexit
3,this weather making dread work tonight
0,brian where invite #offended
0,sees incense burner drugs
1,tweeting sporadic wifi tube #perilous
0,#ahs every minutes saying nope nope gone move gtfo thank #fear
0,cope sour face tiny pout
0,insult what think look like psycho sane gotham freaks
1,#revolting cocks think sexy
2,update yet hang still hopeful #optimism
1,day #harvest listening sound chopper working way closer home makes #farm
3,sadness resentment past sadness fear future try live #mhchat
0,nonsensical injustice blacks add destroying black property misdirected anger
3,mixed emotions #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications
1,even fighting laughing probably serious ingrained issues
2,fear blocks blessings faith unlocks #manup #faith
0,trudeau endulging outrage culture preaching issues hominem never quanitfying
2,that compatibility key lowers hedonic volatility
3,multitasking may induce seeds mine sleep #restless
0,cancelling home fibe internet afternoon soon arrange alternate internet #angry #fedup
2,bring interview hospital tho
0,legit furious people fucking idiots
0,add tracking resent
1,wishing happy birthday awesome dancer ruthann hope day magical #bday #eatcake
1,michelle nothing hating nicole game hahaha #bb
0,specifically cause resent considered enemy
0,not sure men handle woman got crap together #independent
3,heard panic disco how kach ing atm
0,false alarm matoma amp becky hill
0,magpies gathering around help going swooped #terrorism
3,fashion week year dull someone inspire
1,that awesome odds swapping neighborhoods
1,how new #batmantelltaleseries looks good growing weary #gaming style #batman
2,serious tell
0,days later order even postcode #fuming
2,will fine mat tonight without sleep theres worry side water
2,tip don worry pleasing everyone #titanwisdom
3,watched movie friend request awhile ago dark cold night one bad choices ever made #nightmare
0,ncfc grudge match
3,serious respect man pull bun better like maybe teach ways
0,#scorpio withdraw quiet place hurt think plan sting back
2,interview went well today wait find happens #nervous #excited #interview #jobinterview
0,ive always wondered long angelina put brad crap not gon lie
0,sickness bug #awful
0,fucked coupon goal #raging
0,spend even minutes already irritate seriously bitch shut
3,light day per heyday popularization backfire cinematography xucqb
2,may right since year bad events begin privately hoping got least #optimism
2,daunting trying follow swift news trends facing mind shattering patterns terms left right trying adopt gently
0,win game last minutes madridistas say cules stayed long watching win end disgusting fanbase
2,yeah actually supports tweeted thread initially because article righteous indignation
1,found thin mints freezer clean elated
3,cant live anymore roblox got termianted #killme #lol #robloxgamer
0,wonder american city next protest police shootings who next smh #whenwillitstop #angry #howmanymoretimes
2,good thing fbi offend
3,returned dead desire clean apartment eat something garbage #managing #depression
0,furious
0,disabled access pontefract monkhill
0,amount greedy mooching makes snarl
1,thanks big bro shake bake helped
0,reyes snarled frustrated anger steel claws flexing dangerously but uttered damning words seems snap
3,#charlotteprotest #wait facts #video #hate ask questions later #sad #protest #policeshootings #suggestions
0,yet english pundits afraid criticise
0,then understand rage often pretty controlled rational often visceral always logical
1,you head north arrive breezy cave smells sweet you glance watch running minutes late
3,haven gotten one hour sleep today going fun day
3,vas amaity affliction
0,little nose irritation little chills body flu flu flu #fallsongs
3,but pity
3,how grieve someone legally person yet
1,love parody accounts well done vote #trump #lol #hilarious
3,sadly missed crucial important points indian terrorism kal boshan etc raw involvement
2,accept challenges feel exhilaration victory george patton
0,going back blissful ignorance
0,wakes says tried changing nappy #rage
0,smh customers getting angry aint got marlboro lights gas hut called hours ago fuck
3,much clutter brain recent little changes yet processed #dying #panic #ivebeenbusierwhyamioverwhelmed
0,peanut butter you kinda pervert #awful
0,something needs done people hogging machines nobody use machines one time #angry #notfair #whypay
1,thinking trying comedy youtube always fond time nut #comedy #maybeoneday #hopefullyfunny #lol
1,left dad deal work done soon felt wrath slipper
3,near kitchen unfortunately cannot cooking snap series
0,don king insult intelligence black community what people thinking
0,gahh queue minutes now put sport dept cancel back queue #shocking
0,confident bitches scare
3,hey see sent emails where thousands gone #panic
1,gives hear please tell anything want listen maybe dont afraid anymore
3,how ever stop #afraid someone live
1,clash titans wrath titans
0,grim fuck going dame fucking clowns takeing gameing channel way would delete
3,and cried front guy last night and horrible week week
3,life hard harder stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife
2,sure sydney tough quick team pressure much cats handle motlop cowan
3,still waits yang guess really needs sleep something kittens feeling kinda dejected right #offline
1,prospect getting choked hot daddy tonight sorta cheering also kinda wanna watch new ahs episode lol
3,find patronus website work even see questions #sadness
0,don join put phone talk rude taking money acc willynilly #fuming
0,this the complete illiteracy around role nature extent british agents shocking
3,the labor love cheap inexpensive time spent earning #lackadaisical #dreamer
3,want pour tears someone right tired #upset #sad
1,watch amazing live broadcast #lively #musically
0,even realise used insult shit mate
1,boro could give stewards good work chelsea get lively
3,sad moment hand exam knowing failed grieve eating sleeping
0,know wifi isp rivertide suites seaside #oregon uses but ping best get test complete #terrible
3,dude fukc lost spectacles morning
1,beautiful day today cloudy sunny breezy
3,halfway work realize forgot put underwear going one days #mombrain #toomuchgoingon #longday #breezy
2,always sober said drunk that teach keep mouth shut ernest hemingway #quote
3,bloody hell pam calm but could sworn something black amp hairy ran across carpet #perilsoflivingalone #nervous
1,can wait #mirth
0,wise man told holdin grudge like nletting somebody live inside head rent free
0,how suppose work wtf dude thanks pissing
0,inpouring letter dying subsist checking quaint virtuoso ways toward fine huff
1,induction day tomorrow pizza express
0,shoutout ruining iphone order
0,hate freaking ruining things #anxiety
0,tired everybody telling chill everythings fuck tired faking fucking smile
2,what get cross #apple tree #pine tree nnothing you cross pollinate #deciduous #coniferous #trees
0,serious putting words mouth bitch add sentence say shit bloods
3,unfortunately diet still wait till friday afraid
0,can someone make priority list things outraged order #outrage #racism #animalrights #abortion #cops
3,the smell freshly cut grass even cheer boy boy
0,ooooooooh god uuuugggghhhhhhhhh #rage
3,season looking point #depressing #royals
3,yeah agree think family member covered #sad
0,with draw scum must rubbing hands glee typical draw woolwich lot #jammygunnerscum
1,now call gameface #gameface
0,mths ago signed velocity deal months still points #shocking
3,depressed hate xdddd #sad #depress #loner #emo
1,haha horrific needs said glad away spain sat missing game
1,know love man #thegreeninferno really fucked head giggle #epic #ineedtherapy
1,while walking little boy red shirt years age shouting distance meters jovial manner saying
0,just saw lil homie rage cam weren roids thing late come back lost
0,#drunk people annoy #sober lol #fact #teamfollowback #rocktheretweet
0,#offended tonys found way leave
0,amal clooney try prosecute #bush #blair #war crimes turned world upside amp created
0,feel horrible dealing players hots news getting stuck uncooperative people
0,data stolen tell #shocking
0,using twitter coping mechanism raging kid oops
0,need today know many fuckin french plaits morn stroppy old
1,remember mlb tried futuristic jersey
3,idea exhausted tidying room burst crying
3,#horror movie alone tonight maybe #zombie would eat finish life game already want #gameover
0,offense ppl using creams build glutes come squat
0,pro tip back work kid reaches mos old stay home longer absolutely miserable #tantrums
1,catering channel height technics hearty enjoyment symptomatize vrlfeyrn
0,bes you tell true blooded hoopjunkie switch team juz destroyed team you juz
0,gotta wonder caller max listens show first place incense
0,unbelievable security guard acting like gangster trying threaten tell home #terrify #annoy
1,watch amazing live broadcast #lively #musically
1,found candice candace she pout likes
3,dunno going yorkshire scare grounds lasted minute alton towers one running fire exit crying
2,dear indians hard swallow try swallow bitter pill pakistan number one test cricket
0,black armed thug record carrying gun illegally gets shot black cop #outrage this joke let destroy town
0,niggas never changed even kid year old interviews seems jovial happy death sister
1,watch amazing live broadcast #musically
0,hey turn kick way texans way #texans #noheart
0,people irritate soul
1,watch amazing live broadcast #musically
0,wonder gleeful dumb see world rose tinted glasses
3,the weather sure matches mood state today #gloomy
3,modern proverb don let anyone intimidate single marriages end divorce
3,still think broken leg scott steiner one horrific injuries ever seen ring #ccot
1,yessir also cheering sweden lundqvist
0,believe messing favourite bakes feel personally offended
0,donnie trumpeter vapid vacant vile viper slithering landscape playing gears fearful afraid
1,survived spin trying get stairs hilarious tho #jellylegs
1,watch amazing live broadcast #lively #musically
0,writing abt changing face sex industry men talk #revenge
1,does anyone remember movie animated late called shame jungle john bulushi wild taste
3,gloomy outside wish cold looked
0,hate sober popped two
0,give keys back they house
3,the bowl new food processor broke #sadness
0,black people still fighting recognized human beings #cantsleep #angry
1,far greet raised come #sparkling
1,send #playful nibbles
2,don get #bitter get #better
0,folks flight going hour late departing inv ezy getting refund please
1,goal scorer vidar kjartansson comes favor dor micha another terrific performance #yallamaccabi
0,use getting early asf shit goin irritate
3,depressed somebody calls long faced still automatically take umbrage
0,the worst customer service lack professionalism service provider #phoneprovider #badbusiness #terrible
1,hospital elouise waters gone #labour #littlesister #superexcited
0,nso exactly lose mind pal n#trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist
3,what terrible thing see vision nhelen keller begin end mind nstephen covey #whereareugoing
1,watch amazing live broadcast #musically
2,non permissive environment also called battleground #milspeak
1,lol sparkling wine
0,#poor #angry justly offer people hope god anyone see #education #elite
0,#pakistan terrorist state carries #war crimes #india #unga #un
0,opened doors terrorism pay
0,pout tips edge definitely agin who feic bakes full make boots heels
3,depress
2,leeds surely drop prices cup tie rather dismal attendance last night
0,good cuz trump fucken azi don king havnt sunk low since set mike tyson pathetic dons
1,thought everyday glee day
3,grim really
2,you #problem yes can #something than #worry
1,second episode ahs
3,yes right mean wish discouraged see #mikeandmolly many parallels really
3,got wind #menforchoice infuriate just makes sad generation
3,life long fear havin shit spider crawls bum
0,unbelievable takes minutes get fault call hangs #treatcustomersfairly
2,looks like book shaped like gun #optimism #itsagunalright
2,think get fashion police involved
0,moment nif kill spirit die natural #murder #suicide #racism #pride
3,ninaturner mine with happening country needed moment levity bernblade lisavikingstad
0,fuming ball anger today
2,indignation whispers date terrific lerman letts centerpiece scene that overwhelming sense indignation
1,one day drinking bottle nyquil sleeping zero lovely #horror fam watch
0,negative campaign doom gloom win elections
3,start mournful kick major key last verse good guys win change words existing song
3,all want watch netflix stuck class #depressing
3,good hearts lost job responsible families information profile even dollar tweet
1,literally shaking getting ekg done lol
0,police wanna called pigs keep actin like honestly even insult pigs
3,know smh heart sunk stomach
0,blame jose ere would give rojo another start sunday fucking disaster waiting happen amp shocking header
0,bitches angry bitter must truly suck lol
3,today visited dreams even though physically gone still mourn
2,wish could fast forward months know girl classes basketball pure
3,happens vegas origin thats prevelant #sadly
0,provoke anger
3,gave laura much constructive criticism blocked lazy give now hope retire heather
0,and got angry telling would year old guy looking girl like felt #offended
3,always hurting somewhere always tired lively
3,away please begging #depression #anxiety #worry #fear #sadness ndreams joy baby found sits #andisbench
0,time open snap time respond
3,thank shall mourn
2,let refuse live #fear #sotoventures
1,dream said something really retarded twitter got like retweets
3,once sent pitch brand close tabs relevant instantly thats kind detachment create #serious
1,fast furious monday mbc
3,living life relentless
3,also awful nightmare involving sick worms involved disgusted woke
3,something incredibly terrible life years old still suffering group projects
1,awe thanks girl
0,that leave spine frown
0,candace amp pout getting right tits #gbbo
1,watching driven food going devon ave eat nihari makes gleeful
0,remember rooney wanted leave united fans threaten kill man bare junk wanna regretting
